,date,year,moex_index,rts_index,ofz_10y_yield_pct,ruonia_pct,usd_rub,moex_trading_halted,brent_usd_bbl,urals_usd_bbl,espo_usd_bbl,urals_brent_spread_usd,espo_brent_spread_usd,ttf_gas_eur_mwh,wheat_usd_t,urea_usd_t,aluminium_usd_t,t_idx,moex_ret,rts_ret,rub_ret,brent_ret,urals_disc_chg,espo_disc_chg,ofz_chg
300,2015-02-25,2015,1432.0,721.2,14.68,14.41,59.74,0,56.0,54.7,55.04,1.3,0.96,22.98,200.03,282.2,1765.9,300,0.02546106419827332,0.023243648979564213,0.011786632495747185,0.006089934637405037,0.97,-0.72,0.6099999999999994
301,2015-02-26,2015,1399.0,702.96,15.95,14.23,59.26,0,54.67,53.27,53.72,1.4,0.95,19.33,203.84,278.11,1758.61,301,-0.02331437285510951,-0.025616500141574683,-0.00806727064254531,-0.024036577828241867,0.09999999999999987,-0.010000000000000009,1.2699999999999996
302,2015-02-27,2015,1398.0,700.57,13.83,14.35,60.03,0,54.71,54.26,53.16,0.45,1.56,19.23,200.97,305.74,1749.23,302,-0.0007150518717260468,-0.00340570178064592,0.012909895118332848,0.0007313951688265874,-0.95,0.6100000000000001,-2.119999999999999
303,2015-03-02,2015,1397.0,696.29,13.06,14.31,59.93,0,55.16,54.41,53.63,0.74,1.53,15.18,191.52,269.42,1743.48,303,-0.0007155635367936952,-0.006128049187306139,-0.0016672227936576078,0.008191544849366572,0.29,-0.030000000000000027,-0.7699999999999996
304,2015-03-03,2015,1397.0,695.3,14.94,14.21,60.07,0,55.73,53.99,55.63,1.74,0.1,19.51,199.41,284.51,1726.46,304,0.0,-0.001422833114663291,0.0023333343919764715,0.010280548656344202,1.0,-1.43,1.879999999999999
305,2015-03-04,2015,1437.0,714.64,14.3,14.09,60.93,0,56.48,54.88,55.73,1.6,0.75,21.1,204.33,286.67,1745.7,305,0.028230526822063062,0.027435512288611186,0.014215115398332756,0.013367991603541185,-0.1399999999999999,0.65,-0.6399999999999988
306,2015-03-05,2015,1426.0,707.87,13.57,14.31,60.88,0,56.34,55.52,54.98,0.82,1.35,17.2,202.51,270.92,1746.73,306,-0.007684285104783584,-0.009518458378520833,-0.0008209507069727451,-0.0024818307367597825,-0.7800000000000001,0.6000000000000001,-0.7300000000000004
307,2015-03-06,2015,1434.0,711.36,14.3,14.19,60.01,0,56.18,52.3,56.12,3.88,0.06,18.92,208.68,266.71,1714.29,307,0.005594420185324189,0.004918169760768976,-0.014393498552008666,-0.0028439407721290166,3.06,-1.29,0.7300000000000004
308,2015-03-09,2015,1444.0,713.57,13.72,14.21,60.28,0,54.48,53.85,52.11,0.63,2.37,21.49,205.23,280.87,1733.86,308,0.006949298293205786,0.0031019092475030874,0.004489158756872946,-0.030727159834840645,-3.25,2.31,-0.5800000000000001
309,2015-03-10,2015,1422.0,701.9,13.66,14.11,61.15,0,57.67,54.26,55.57,3.41,2.1,19.5,204.58,306.69,1752.7,309,-0.015352709089585304,-0.01648959628695934,0.014329488374886346,0.056903445786064655,2.7800000000000002,-0.27,-0.0600000000000005
310,2015-03-11,2015,1454.0,717.07,15.52,14.13,60.15,0,56.27,53.09,56.03,3.18,0.24,22.73,204.97,284.93,1740.42,310,0.022254047730278614,0.021382521107605967,-0.01648841971249304,-0.024575574182134297,-0.22999999999999998,-1.86,1.8599999999999994
311,2015-03-12,2015,1419.0,699.05,14.0,14.08,61.63,0,57.54,54.37,57.02,3.17,0.53,15.8,204.71,254.18,1806.75,311,-0.024365980933422016,-0.02545119441014787,0.02430732255346335,0.022318824678214888,-0.010000000000000231,0.29000000000000004,-1.5199999999999996
312,2015-03-13,2015,1413.0,694.93,14.71,13.91,61.06,0,58.46,54.19,57.89,4.27,0.57,15.22,203.31,271.09,1723.57,312,-0.004237294475514908,-0.005911149366044199,-0.00929177766741951,0.01586240155969776,1.0999999999999996,0.039999999999999925,0.7100000000000009
313,2015-03-16,2015,1442.0,706.72,14.0,13.84,60.92,0,58.57,55.01,56.86,3.56,1.7,16.43,204.44,269.02,1765.68,313,0.020315935160367005,0.016823426780426587,-0.0022954592797708173,0.0018798604185912282,-0.7099999999999995,1.13,-0.7100000000000009
314,2015-03-17,2015,1439.0,704.59,15.4,13.82,61.28,0,58.37,53.93,57.36,4.44,1.0,16.39,194.22,291.63,1716.78,314,-0.0020826109575269314,-0.003018474491409684,0.005891997405374383,-0.0034205608859911862,0.8800000000000003,-0.7,1.4000000000000004
315,2015-03-18,2015,1440.0,704.38,15.33,13.75,62.02,0,58.15,53.9,55.22,4.25,2.93,16.2,201.21,268.92,1763.41,315,0.0006946856826788306,-0.0002980900963889255,0.012003388239967272,-0.003776180251026773,-0.1900000000000004,1.9300000000000002,-0.07000000000000028
316,2015-03-19,2015,1457.0,711.6,14.04,13.94,60.38,0,57.85,57.39,55.89,0.46,1.97,24.16,189.25,281.06,1839.47,316,0.011736413625158093,0.010197972531262423,-0.02679898939361003,-0.005172425324987628,-3.79,-0.9600000000000002,-1.290000000000001
317,2015-03-20,2015,1442.0,703.69,15.04,13.78,62.0,0,58.01,52.24,57.95,5.77,0.06,17.21,195.03,272.43,1725.68,317,-0.010348488350309992,-0.011178037521256456,0.02647646076639898,0.0027619558382872,5.31,-1.91,1.0
318,2015-03-23,2015,1450.0,704.88,13.76,13.73,62.3,0,58.83,55.09,58.62,3.73,0.21,14.51,192.19,286.04,1692.11,318,0.0055325175697253925,0.0016896572880513716,0.004827040748315525,0.014036519398391789,-2.0399999999999996,0.15,-1.2799999999999994
319,2015-03-24,2015,1469.0,713.59,13.02,13.56,61.62,0,58.44,54.04,55.99,4.4,2.45,21.78,203.04,292.15,1776.76,319,0.013018340759257008,0.012280992156220805,-0.010974932624885803,-0.006651341993865856,0.6700000000000004,2.24,-0.7400000000000002
320,2015-03-25,2015,1452.0,704.11,14.08,13.71,61.81,0,58.84,52.99,56.25,5.85,2.59,17.4,202.03,257.44,1715.96,320,-0.011639980789135862,-0.013373973762412561,0.003078670502660863,0.0068213088507382835,1.4499999999999993,0.13999999999999968,1.0600000000000005
321,2015-03-26,2015,1457.0,705.85,14.22,13.58,61.99,0,59.98,53.74,58.91,6.24,1.07,21.13,202.32,284.51,1733.99,321,0.003437610810463454,0.0024681563779260784,0.002907918042645896,0.019189277587625675,0.39000000000000057,-1.5199999999999998,0.14000000000000057
322,2015-03-27,2015,1425.0,689.65,13.49,13.69,62.36,0,58.4,55.72,56.58,2.68,1.81,16.21,194.07,294.68,1713.5,322,-0.02220771349245343,-0.023218527808680278,0.0059509624757474455,-0.026695283486681376,-3.56,0.74,-0.7300000000000004
323,2015-03-30,2015,1520.0,732.92,13.89,13.45,61.84,0,59.69,51.96,57.92,7.73,1.77,19.68,188.41,286.12,1845.26,323,0.06453852113757108,0.06085233289044556,-0.008373639910408848,0.021848612346377472,5.050000000000001,-0.040000000000000036,0.40000000000000036
324,2015-03-31,2015,1427.0,687.49,14.49,13.58,62.27,0,60.82,53.23,60.45,7.59,0.38,21.48,197.95,280.38,1763.2,324,-0.06313599636348588,-0.06398927143157973,0.006929364605193555,0.01875418006865992,-0.14000000000000057,-1.3900000000000001,0.5999999999999996
325,2015-04-01,2015,1447.0,696.04,15.42,13.53,62.3,0,60.2,53.31,57.74,6.89,2.46,15.88,207.39,285.4,1826.85,325,0.013918109154647418,0.012359845966982697,0.0004816569090468903,-0.010246329934442855,-0.7000000000000002,2.08,0.9299999999999997
326,2015-04-02,2015,1451.0,697.68,14.99,13.38,62.72,0,59.43,55.25,57.77,4.18,1.65,20.2,195.91,284.73,1767.47,326,0.0027605262527039542,0.002353414971352663,0.006718950248744804,-0.012873202936206418,-2.71,-0.81,-0.4299999999999997
327,2015-04-03,2015,1503.0,722.4,14.06,13.51,63.76,0,61.62,53.23,58.86,8.39,2.76,16.48,194.32,296.22,1804.62,327,0.03521013686878671,0.03481845718404575,0.01644565843980761,0.03618734378995203,4.210000000000001,1.1099999999999999,-0.9299999999999997
328,2015-04-06,2015,1469.0,704.94,14.17,13.4,62.13,0,60.6,54.73,60.52,5.86,0.07,20.63,200.19,270.66,1704.72,328,-0.022881213579097448,-0.02446630929523952,-0.025897070406356804,-0.016691600093252212,-2.5300000000000002,-2.69,0.10999999999999943
329,2015-04-07,2015,1492.0,715.71,13.65,13.32,62.57,0,59.45,54.97,56.82,4.48,2.63,20.6,196.27,296.91,1738.33,329,0.015535604589828722,0.01516236417418071,0.007056965934669535,-0.01915926993847794,-1.38,2.56,-0.5199999999999996
330,2015-04-08,2015,1478.0,709.01,13.13,13.17,62.18,0,59.8,55.45,57.73,4.36,2.07,25.5,189.84,292.8,1817.38,330,-0.009427679255558985,-0.009405426176699372,-0.00625252537966503,0.005870037819795115,-0.1200000000000001,-0.56,-0.5199999999999996
331,2015-04-09,2015,1475.0,706.83,14.57,13.28,62.34,0,59.93,55.47,57.0,4.46,2.94,21.65,205.28,272.58,1729.23,331,-0.0020318327342270237,-0.0030794464384999998,0.0025698697085836386,0.002171553513507618,0.09999999999999964,0.8700000000000001,1.4399999999999995
332,2015-04-10,2015,1508.0,722.52,12.27,13.2,62.08,0,59.62,55.74,59.26,3.87,0.36,19.12,193.61,284.45,1832.57,332,0.02212627979398185,0.02195491689783946,-0.004179398464227546,-0.005186126220168674,-0.5899999999999999,-2.58,-2.3000000000000007
333,2015-04-13,2015,1499.0,717.02,15.17,13.11,61.94,0,60.91,55.67,60.83,5.24,0.08,19.92,194.33,296.23,1642.36,333,-0.0059860504653039825,-0.007641367050977621,-0.0022577013299063253,0.0214062765984675,1.37,-0.27999999999999997,2.9000000000000004
334,2015-04-14,2015,1520.0,726.92,12.91,13.08,63.33,0,61.35,55.81,60.89,5.54,0.46,21.58,195.96,278.54,1768.2,334,0.013912115737724662,0.013712695999680946,0.02219297598328218,0.007197806308528065,0.2999999999999998,0.38,-2.26
335,2015-04-15,2015,1532.0,732.47,12.55,13.05,62.94,0,60.29,54.91,58.97,5.37,1.32,16.85,202.72,277.09,1721.38,335,0.007863736460214099,0.007605954208058208,-0.006177258892078541,-0.017428918655606473,-0.16999999999999993,0.8600000000000001,-0.35999999999999943
336,2015-04-16,2015,1561.0,745.73,12.91,12.95,62.84,0,62.31,56.52,61.49,5.79,0.82,19.12,196.46,280.11,1750.01,336,0.018752570214895847,0.017941219975159406,-0.0015900782488404985,0.0329556740548167,0.41999999999999993,-0.5000000000000001,0.35999999999999943
337,2015-04-17,2015,1507.0,719.75,14.06,12.87,62.38,0,61.07,59.11,60.91,1.96,0.16,22.72,200.23,280.49,1760.79,337,-0.03520572188893656,-0.0354596749039926,-0.007347102207763356,-0.020101179321088125,-3.83,-0.6599999999999999,1.1500000000000004
338,2015-04-20,2015,1541.0,734.99,12.66,12.77,62.87,0,61.02,57.53,60.1,3.49,0.91,16.18,218.99,272.1,1754.39,338,0.022310636693619657,0.02095296418581949,0.007824391215312865,-0.000819067946519425,1.5300000000000002,0.75,-1.4000000000000004
339,2015-04-21,2015,1547.0,737.22,13.67,12.9,62.36,0,59.76,57.92,59.05,1.84,0.71,15.95,202.85,286.44,1674.2,339,0.0038860152529505143,0.003029461429430391,-0.008145058205394129,-0.020865138463961763,-1.6500000000000001,-0.20000000000000007,1.0099999999999998
340,2015-04-22,2015,1553.0,740.07,12.69,12.65,62.95,0,62.89,56.79,60.41,6.11,2.49,17.77,194.94,281.7,1729.52,340,0.003870972575620968,0.00385842121148805,0.009416716300780337,0.05105062773085045,4.2700000000000005,1.7800000000000002,-0.9800000000000004
341,2015-04-23,2015,1607.0,765.15,13.69,12.88,63.16,0,61.28,57.97,60.95,3.31,0.33,19.52,197.11,273.79,1765.75,341,0.034180542588825524,0.0333271167180218,0.0033304288970850138,-0.025933643123076777,-2.8000000000000003,-2.16,1.0
342,2015-04-24,2015,1559.0,742.24,13.79,12.83,62.75,0,60.51,56.13,58.55,4.38,1.96,21.43,193.23,281.0,1687.09,342,-0.030324496679735802,-0.030399252033611823,-0.0065126113755473725,-0.012644884798105771,1.0699999999999998,1.63,0.09999999999999964
343,2015-04-27,2015,1529.0,727.03,14.73,12.68,62.73,0,60.6,58.31,59.33,2.28,1.26,18.81,212.08,283.98,1764.89,343,-0.019430663128714443,-0.020704898846757303,-0.0003187759032421411,0.001486252441039504,-2.1,-0.7,0.9400000000000013
344,2015-04-28,2015,1577.0,749.42,12.67,12.76,62.89,0,61.27,58.69,58.29,2.57,2.98,17.67,198.93,278.47,1782.5,344,0.030910381033976364,0.03033183186387234,0.0025473664467607904,0.01099543366229394,0.29000000000000004,1.72,-2.0600000000000005
345,2015-04-29,2015,1583.0,751.99,12.58,12.63,63.58,0,60.26,58.92,58.65,1.34,1.61,18.0,187.21,263.55,1744.22,345,0.003797472917973721,0.003423451968533442,0.010911786927244371,-0.016621793035407784,-1.2299999999999998,-1.3699999999999999,-0.08999999999999986
346,2015-04-30,2015,1586.0,752.73,12.02,12.65,63.3,0,61.31,58.35,58.72,2.96,2.59,18.14,195.89,288.21,1733.43,346,0.0018933423137807992,0.0009835717736947913,-0.004413626332525844,0.01727442807244106,1.6199999999999999,0.9799999999999998,-0.5600000000000005
347,2015-05-01,2015,1581.0,750.26,12.95,12.43,62.42,0,61.56,60.64,58.57,0.91,2.99,16.19,207.84,268.21,1710.07,347,-0.0031575649853206045,-0.003286784640758711,-0.013999592307497366,0.004069347196081985,-2.05,0.40000000000000036,0.9299999999999997
348,2015-05-04,2015,1562.0,738.62,13.66,12.34,63.82,0,60.74,60.45,60.68,0.3,0.06,18.77,192.54,279.46,1729.75,348,-0.012090506809840917,-0.01563623281400428,0.022180884007464208,-0.01340984935307521,-0.6100000000000001,-2.93,0.7100000000000009
349,2015-05-05,2015,1626.0,767.97,11.96,12.47,63.8,0,61.17,61.94,58.9,-0.77,2.27,17.83,201.47,279.38,1677.28,349,0.04015595970812402,0.038967089576699365,-0.00031343049935372846,0.007054413636870649,-1.07,2.21,-1.6999999999999993
350,2015-05-06,2015,1588.0,749.08,14.16,12.5,63.69,0,63.14,60.16,61.85,2.98,1.29,17.87,194.87,294.19,1763.68,350,-0.023647648300674895,-0.024904882992404787,-0.0017256259674693908,0.031697609875371846,3.75,-0.98,2.1999999999999993
351,2015-05-07,2015,1575.0,742.41,11.18,12.52,64.51,0,62.14,61.86,59.94,0.28,2.2,19.44,195.87,268.98,1782.12,351,-0.00822009054734707,-0.008944135683448096,0.01279268616087581,-0.01596457916494476,-2.7,0.9100000000000001,-2.9800000000000004
352,2015-05-08,2015,1617.0,761.23,13.93,12.4,63.75,0,61.95,58.94,59.99,3.02,1.96,19.77,190.31,285.99,1766.61,352,0.02631730831737311,0.025033894892120045,-0.011851066505614405,-0.003062295889749045,2.74,-0.2400000000000002,2.75
353,2015-05-11,2015,1552.0,728.17,13.4,12.36,64.17,0,63.58,61.56,63.49,2.02,0.09,23.54,194.31,283.76,1658.08,353,-0.041028158833942285,-0.04440100868150765,0.006566627723888274,0.02597134740750473,-1.0,-1.8699999999999999,-0.5299999999999994
354,2015-05-12,2015,1577.0,739.06,13.94,12.38,64.27,0,61.75,59.59,60.9,2.16,0.85,15.97,200.12,296.13,1750.29,354,0.015979886219874118,0.014844571031311204,0.001557147620770749,-0.029204979974569945,0.14000000000000012,0.76,0.5399999999999991
355,2015-05-13,2015,1540.0,720.78,12.96,12.29,64.55,0,61.07,60.48,58.9,0.58,2.17,15.61,215.38,273.12,1738.32,355,-0.023741891555363992,-0.02504514948944525,0.0043471579094562784,-0.01107322827304369,-1.58,1.3199999999999998,-0.9799999999999986
356,2015-05-14,2015,1575.0,736.21,13.07,12.32,64.06,0,61.24,61.05,59.26,0.19,1.98,23.55,196.33,291.27,1773.72,356,0.022472855852059048,0.02118144515674736,-0.007619973111639311,0.002779823554440064,-0.38999999999999996,-0.18999999999999995,0.10999999999999943
357,2015-05-15,2015,1537.0,717.71,11.19,12.16,63.91,0,61.76,60.54,60.67,1.22,1.09,23.77,195.55,300.73,1789.23,357,-0.024422807721137474,-0.025449816380772816,-0.002344300518821285,0.008455334927037761,1.03,-0.8899999999999999,-1.8800000000000008
358,2015-05-18,2015,1559.0,725.49,12.52,12.04,64.96,0,61.13,61.64,58.76,-0.51,2.37,24.22,202.35,282.43,1748.17,358,0.014212125519180496,0.010781700894415991,0.016295852191231752,-0.010253161675886524,-1.73,1.28,1.33
359,2015-05-19,2015,1584.0,736.43,13.8,12.11,65.01,0,62.16,61.39,59.51,0.76,2.65,18.57,193.8,284.83,1736.05,359,0.015908703316594774,0.014966898626346037,0.0007694083629550263,0.01670896201875749,1.27,0.2799999999999998,1.2800000000000011
360,2015-05-20,2015,1546.0,718.15,11.55,12.19,65.27,0,63.4,60.22,62.86,3.19,0.55,18.55,191.93,274.69,1658.32,360,-0.02428234322700451,-0.02513572638024275,0.003991408430748855,0.01975215538378805,2.4299999999999997,-2.0999999999999996,-2.25
361,2015-05-21,2015,1502.0,696.74,13.52,12.04,64.89,0,61.97,60.72,61.01,1.25,0.97,22.37,204.84,272.26,1821.49,361,-0.028873396823287045,-0.03026614696896779,-0.005838984014048698,-0.02281346446916377,-1.94,0.41999999999999993,1.9699999999999989
362,2015-05-22,2015,1540.0,713.59,11.91,12.13,63.9,0,62.44,60.23,61.04,2.21,1.4,18.04,198.99,294.62,1717.55,362,0.02498486308359471,0.023896253805831158,-0.015374167249588844,0.007555698673215261,0.96,0.42999999999999994,-1.6099999999999994
363,2015-05-25,2015,1540.0,711.33,11.98,11.92,65.05,0,61.82,62.59,59.0,-0.78,2.82,21.14,189.83,268.42,1763.98,363,0.0,-0.0031721105677000594,0.017836843575025796,-0.009979158943260735,-2.99,1.42,0.07000000000000028
364,2015-05-26,2015,1545.0,712.9,12.95,11.93,65.05,0,61.6,61.68,60.26,-0.07,1.34,18.09,201.14,272.22,1813.76,364,0.003241493924170946,0.002204700976586871,0.0,-0.0035650661644961446,0.71,-1.4799999999999998,0.9699999999999989
365,2015-05-27,2015,1553.0,715.78,11.39,11.97,65.75,0,62.57,61.98,61.91,0.59,0.66,17.0,202.21,269.94,1763.21,365,0.005164633816841402,0.004031699052415405,0.01070346609935946,0.015624059470797924,0.6599999999999999,-0.68,-1.5599999999999987
366,2015-05-28,2015,1552.0,714.19,12.87,11.87,65.74,0,60.71,62.49,60.06,-1.79,0.65,16.81,194.28,286.4,1750.93,366,-0.0006441224055224737,-0.0022238237938756455,-0.00015210282180078138,-0.030177500867929474,-2.38,-0.010000000000000009,1.4799999999999986
367,2015-05-29,2015,1519.0,698.15,13.79,11.86,65.57,0,59.28,63.18,56.63,-3.91,2.65,16.73,195.98,272.39,1765.75,367,-0.021492198147391228,-0.022715053993918488,-0.0025892939605451915,-0.023836448154511025,-2.12,2.0,0.9199999999999999
368,2015-06-01,2015,1501.0,687.83,10.97,11.62,64.39,0,63.38,63.82,61.64,-0.44,1.74,19.7,192.6,287.31,1718.18,368,-0.01192067096231142,-0.01489226501062646,-0.018159932725436256,0.06687637327494311,3.47,-0.9099999999999999,-2.8199999999999985
369,2015-06-02,2015,1496.0,684.33,11.66,11.88,65.15,0,62.04,61.7,60.06,0.34,1.98,14.52,201.08,287.29,1769.62,369,-0.003336673099039622,-0.005101456959220485,0.011733962020762156,-0.021369015954436854,0.78,0.24,0.6899999999999995
370,2015-06-03,2015,1510.0,689.38,10.74,11.79,65.5,0,61.69,63.78,58.7,-2.1,2.99,18.71,202.64,291.95,1765.94,370,0.00931477127454805,0.007352385509617143,0.00535783907035281,-0.005657495086790476,-2.44,1.0100000000000002,-0.9199999999999999
371,2015-06-04,2015,1531.0,698.13,12.35,11.7,65.62,0,60.99,59.24,58.81,1.75,2.18,23.22,204.87,281.67,1807.27,371,0.013811465848713844,0.012612688911025849,0.0018303848917486931,-0.01141192691318249,3.85,-0.81,1.6099999999999994
372,2015-06-05,2015,1501.0,683.28,13.05,11.91,66.0,0,61.58,62.39,58.65,-0.81,2.93,18.16,197.27,289.67,1818.96,372,-0.019789564024222273,-0.021500600201108,0.00577421449346982,0.00962722618798928,-2.56,0.75,0.7000000000000011
373,2015-06-08,2015,1518.0,687.58,13.41,11.65,67.03,0,62.19,61.46,61.15,0.72,1.04,23.64,205.28,276.0,1764.51,373,0.011262126322113097,0.006273454769475606,0.015485538343440908,0.00985707261944313,1.53,-1.8900000000000001,0.35999999999999943
374,2015-06-09,2015,1549.0,700.26,11.65,11.66,66.76,0,63.11,63.9,61.33,-0.79,1.77,20.02,203.37,278.71,1758.32,374,0.02021588246129369,0.018273508244949888,-0.0040361815762315345,0.014685020480350808,-1.51,0.73,-1.7599999999999998
375,2015-06-10,2015,1530.0,690.45,11.18,11.6,65.97,0,61.06,63.19,60.05,-2.13,1.01,23.13,212.31,275.31,1721.1,375,-0.01234182603038736,-0.014108135720957371,-0.011904005558855069,-0.03302224828941647,-1.3399999999999999,-0.76,-0.47000000000000064
376,2015-06-11,2015,1552.0,699.21,10.73,11.75,66.13,0,61.56,63.58,60.85,-2.02,0.71,26.87,203.58,267.88,1748.17,376,0.014276686356683221,0.012607567367188821,0.0024224084517916467,0.008155321663946502,0.10999999999999988,-0.30000000000000004,-0.4499999999999993
377,2015-06-12,2015,1533.0,689.61,11.64,11.76,66.19,0,62.17,62.63,61.49,-0.46,0.68,22.3,204.78,272.29,1705.37,377,-0.012317821871349999,-0.013824905894113115,0.0009068924442603432,0.009860259310567443,1.56,-0.029999999999999916,0.9100000000000001
378,2015-06-15,2015,1563.0,699.62,12.23,11.7,66.95,0,60.59,59.89,60.26,0.71,0.33,17.18,192.93,246.91,1704.92,378,0.019380451549662503,0.014411110095825741,0.011416678006350267,-0.025742705324348414,1.17,-0.35000000000000003,0.5899999999999999
379,2015-06-16,2015,1546.0,691.05,13.48,11.69,67.55,0,61.81,60.9,58.84,0.91,2.97,16.21,199.89,279.53,1713.83,379,-0.010936101274110044,-0.012325150450225308,0.008921992269026013,0.019935300714284843,0.20000000000000007,2.64,1.25
380,2015-06-17,2015,1528.0,682.01,11.31,11.52,67.75,0,62.23,60.7,61.41,1.53,0.82,20.79,206.04,284.82,1730.51,380,-0.011711259420900788,-0.013167859557472461,0.002956395353602481,0.006772034909944047,0.62,-2.1500000000000004,-2.17
381,2015-06-18,2015,1585.0,706.08,12.97,11.68,67.14,0,62.46,61.42,61.12,1.04,1.34,14.69,194.41,262.4,1734.38,381,0.03662471658491473,0.03468422502867341,-0.009044468207921597,0.003689153273806589,-0.49,0.5200000000000001,1.6600000000000001
382,2015-06-19,2015,1557.0,692.49,11.9,11.51,67.43,0,62.89,60.72,59.9,2.17,2.99,25.46,204.83,301.54,1715.91,382,-0.017823514477382396,-0.019434747997220114,0.004310031194601827,0.006860816700479333,1.13,1.6500000000000001,-1.0700000000000003
383,2015-06-22,2015,1575.0,697.02,13.03,11.36,68.69,0,60.11,60.91,58.64,-0.8,1.47,15.34,208.08,284.31,1785.3,383,0.011494379425735168,0.00652030722942154,0.018513605479300033,-0.045210951504341956,-2.9699999999999998,-1.5200000000000002,1.129999999999999
384,2015-06-23,2015,1570.0,693.59,13.12,11.43,67.09,0,61.63,60.18,59.1,1.45,2.53,22.02,196.31,272.82,1719.26,384,-0.0031796529173799826,-0.004933096922758118,-0.023568626650993352,0.024972547923081123,2.25,1.0599999999999998,0.08999999999999986
385,2015-06-24,2015,1596.0,704.22,12.97,11.47,68.35,0,61.35,59.72,60.12,1.63,1.23,21.9,201.77,282.99,1717.79,385,0.016424879667400916,0.015209799509407596,0.018606561595161608,-0.004553593817230528,0.17999999999999994,-1.2999999999999998,-0.14999999999999858
386,2015-06-25,2015,1595.0,702.7,11.7,11.38,68.4,0,62.46,61.72,61.18,0.74,1.28,15.83,200.05,289.02,1728.7,386,-0.0006267627908096429,-0.0021607491419359803,0.0007312614585464061,0.017931180698012028,-0.8899999999999999,0.050000000000000044,-1.2700000000000014
387,2015-06-26,2015,1603.0,704.73,11.33,11.43,68.06,0,60.93,61.59,58.94,-0.66,1.99,22.42,197.92,271.11,1774.31,387,0.005003137390607648,0.0028846925356313946,-0.0049831555557453555,-0.02480068759452969,-1.4,0.71,-0.3699999999999992
388,2015-06-29,2015,1591.0,696.34,11.27,11.41,68.54,0,63.12,60.6,61.34,2.52,1.78,17.58,210.06,289.9,1734.41,388,-0.0075141242717657875,-0.011976703932325528,0.007027847373702656,0.03531201227721592,3.18,-0.20999999999999996,-0.0600000000000005
389,2015-06-30,2015,1604.0,700.79,11.06,11.38,68.89,0,63.03,61.36,62.66,1.67,0.37,16.53,197.87,282.78,1800.12,389,0.008137760088673396,0.006370223312522683,0.00509351315864226,-0.0014268730126003604,-0.8500000000000001,-1.4100000000000001,-0.20999999999999908
390,2015-07-01,2015,1616.0,704.99,12.2,11.38,68.61,0,62.49,60.01,62.07,2.48,0.41,21.42,198.26,306.27,1654.66,390,0.0074534506545802515,0.005975348200525588,-0.004072732902304921,-0.008604259584028107,0.81,0.03999999999999998,1.1399999999999988
391,2015-07-02,2015,1637.0,713.93,13.13,11.3,68.43,0,62.37,60.91,62.11,1.46,0.26,25.31,199.71,276.98,1745.11,391,0.012911338290094498,0.012601300003233895,-0.0026269717383931024,-0.0019221534029592036,-1.02,-0.14999999999999997,0.9300000000000015
392,2015-07-03,2015,1611.0,702.75,12.41,11.25,68.4,0,62.58,60.58,61.77,2.0,0.81,23.45,192.75,268.48,1675.15,392,-0.01601019419416083,-0.01578370853109856,-0.00043850033590153714,0.0033613477027047978,0.54,0.55,-0.7200000000000006
393,2015-07-06,2015,1583.0,689.87,11.33,11.16,69.86,0,63.34,60.21,62.04,3.13,1.3,18.74,196.38,281.89,1787.78,393,-0.0175333232959618,-0.018498035743039765,0.02112041475018067,0.012071302869757439,1.13,0.49,-1.08
394,2015-07-07,2015,1606.0,699.82,10.89,11.26,68.6,0,61.55,59.11,60.39,2.44,1.16,18.86,209.87,293.83,1766.17,394,0.014424834625694771,0.01431998507576715,-0.018200704646845978,-0.028667188480031136,-0.69,-0.14000000000000012,-0.4399999999999995
395,2015-07-08,2015,1596.0,695.55,12.34,11.21,68.96,0,61.49,60.59,61.17,0.9,0.33,22.13,184.71,276.21,1778.85,395,-0.006246116496952503,-0.006120259613789258,0.005234091623597337,-0.0009752926650845595,-1.54,-0.8299999999999998,1.4499999999999993
396,2015-07-09,2015,1560.0,679.77,10.91,11.24,69.29,0,62.14,59.97,60.69,2.17,1.44,17.16,200.19,276.13,1804.53,396,-0.02281467776617152,-0.022948393844003157,0.004773969283852431,0.01051534399952292,1.27,1.1099999999999999,-1.4299999999999997
397,2015-07-10,2015,1562.0,680.39,10.43,11.07,68.76,0,61.52,59.29,58.88,2.23,2.64,20.97,200.07,303.09,1775.53,397,0.0012812301560485295,0.0009116575152052775,-0.007678415124640736,-0.010027578767512146,0.06000000000000005,1.2000000000000002,-0.4800000000000004
398,2015-07-13,2015,1592.0,693.13,10.4,11.08,68.93,0,60.56,55.05,59.16,5.5,1.4,19.76,194.78,283.95,1787.41,398,0.01902403600469693,0.01855140860787241,0.0024693163829114795,-0.015727716068195008,3.27,-1.2400000000000002,-0.02999999999999936
399,2015-07-14,2015,1592.0,693.19,12.7,11.23,69.19,0,61.67,57.53,60.51,4.14,1.17,16.97,199.91,291.12,1729.91,399,0.0,8.656010161800509e-05,0.003764846613159456,0.018162979874207785,-1.3600000000000003,-0.22999999999999998,2.299999999999999
400,2015-07-15,2015,1585.0,689.95,11.34,11.05,68.46,0,60.81,59.82,58.66,0.99,2.15,17.82,200.4,275.7,1749.24,400,-0.004406680092947646,-0.00468500068870803,-0.010606710408680442,-0.014043339871383509,-3.1499999999999995,0.98,-1.3599999999999994
