date,year,moex_index,rts_index,ofz_10y_yield_pct,ruonia_pct,usd_rub,moex_trading_halted
2015-08-06,2015,1592.0,686.68,12.12,10.96,69.18,0
2015-08-07,2015,1596.0,687.35,10.19,10.89,69.18,0
2015-08-10,2015,1557.0,668.07,10.36,10.9,69.49,0
2015-08-11,2015,1621.0,694.84,11.13,10.96,70.83,0
2015-08-12,2015,1632.0,698.38,12.62,10.97,70.07,0
2015-08-13,2015,1647.0,704.01,10.34,10.99,69.33,0
2015-08-14,2015,1606.0,685.65,11.12,10.88,70.15,0
2015-08-17,2015,1603.0,681.68,12.13,11.04,70.07,0
2015-08-18,2015,1655.0,702.99,10.77,10.93,70.83,0
2015-08-19,2015,1641.0,696.36,12.92,10.93,70.49,0
2015-08-20,2015,1652.0,700.1,12.72,10.95,69.92,0
2015-08-21,2015,1626.0,688.01,10.17,11.02,70.84,0
2015-08-24,2015,1654.0,697.38,11.66,10.96,71.12,0
2015-08-25,2015,1631.0,686.95,10.45,10.92,70.53,0
2015-08-26,2015,1655.0,696.22,11.24,10.93,70.22,0
2015-08-27,2015,1652.0,693.94,12.72,11.06,71.58,0
2015-08-28,2015,1710.0,717.31,10.1,11.04,71.35,0
2015-08-31,2015,1684.0,703.74,12.84,10.98,71.65,0
2015-09-01,2015,1633.0,681.86,12.85,10.96,72.29,0
2015-09-02,2015,1676.0,699.67,11.95,11.13,70.77,0
2015-09-03,2015,1684.0,702.76,10.97,10.98,71.92,0
2015-09-04,2015,1667.0,695.68,10.7,10.96,72.28,0
2015-09-07,2015,1656.0,690.41,11.28,10.92,71.83,0
2015-09-08,2015,1691.0,705.15,10.4,10.97,71.14,0
2015-09-09,2015,1659.0,691.55,9.98,10.69,71.58,0
2015-09-10,2015,1690.0,704.4,10.15,11.02,71.72,0
2015-09-11,2015,1658.0,690.82,12.0,10.83,71.09,0
2015-09-14,2015,1669.0,695.03,9.98,10.87,72.24,0
2015-09-15,2015,1699.0,707.55,10.7,10.81,72.04,0
2015-09-16,2015,1690.0,703.58,11.97,10.87,71.69,0
2015-09-17,2015,1681.0,699.71,10.55,10.9,72.64,0
2015-09-18,2015,1680.0,699.18,10.72,10.99,71.78,0
2015-09-21,2015,1683.0,700.15,9.81,11.02,72.98,0
2015-09-22,2015,1666.0,692.76,10.15,11.07,71.98,0
2015-09-23,2015,1652.0,686.75,10.56,10.92,71.6,0
2015-09-24,2015,1694.0,704.14,9.96,10.89,71.63,0
2015-09-25,2015,1714.0,712.29,11.41,10.97,72.22,0
2015-09-28,2015,1695.0,704.37,10.26,10.84,71.6,0
2015-09-29,2015,1689.0,701.41,10.47,10.83,72.31,0
2015-09-30,2015,1659.0,689.19,11.91,10.87,72.01,0
2015-10-01,2015,1702.0,706.64,11.82,10.9,72.01,0
2015-10-02,2015,1694.0,703.57,10.78,10.73,72.21,0
2015-10-05,2015,1701.0,706.76,12.83,10.98,72.77,0
2015-10-06,2015,1706.0,709.37,12.28,10.91,71.86,0
2015-10-07,2015,1718.0,714.37,11.81,10.95,72.26,0
2015-10-08,2015,1664.0,691.86,11.04,10.76,72.39,0
2015-10-09,2015,1660.0,690.69,10.13,10.83,71.43,0
2015-10-12,2015,1690.0,703.54,11.02,10.82,72.37,0
2015-10-13,2015,1669.0,694.83,11.49,10.86,72.53,0
2015-10-14,2015,1666.0,693.66,12.91,10.88,72.6,0
2015-10-15,2015,1713.0,713.49,12.72,10.95,71.39,0
2015-10-16,2015,1668.0,694.94,10.33,10.88,71.41,0
2015-10-19,2015,1689.0,704.14,12.83,10.81,71.93,0
2015-10-20,2015,1657.0,690.86,12.06,11.04,71.88,0
2015-10-21,2015,1691.0,705.33,12.04,10.85,71.94,0
2015-10-22,2015,1714.0,715.15,12.73,10.79,71.71,0
2015-10-23,2015,1715.0,715.7,10.85,10.71,72.0,0
2015-10-26,2015,1713.0,715.11,11.26,10.87,70.39,0
2015-10-27,2015,1690.0,705.81,12.44,10.91,72.21,0
2015-10-28,2015,1715.0,716.24,10.15,10.77,72.67,0
2015-10-29,2015,1701.0,710.69,11.98,10.9,71.48,0
2015-10-30,2015,1684.0,703.6,12.26,10.86,71.9,0
2015-11-02,2015,1702.0,711.05,12.46,10.71,72.78,0
2015-11-03,2015,1713.0,715.29,10.4,10.9,71.88,0
2015-11-04,2015,1670.0,696.47,11.73,10.82,72.1,0
2015-11-05,2015,1676.0,698.63,10.12,10.75,73.05,0
2015-11-06,2015,1696.0,706.29,12.6,10.92,73.22,0
2015-11-09,2015,1678.0,696.99,11.4,10.91,71.6,0
2015-11-10,2015,1678.0,696.8,11.77,10.74,72.03,0
2015-11-11,2015,1696.0,703.58,12.57,10.86,72.84,0
2015-11-12,2015,1726.0,715.53,11.35,10.85,72.67,0
2015-11-13,2015,1727.0,715.29,11.21,10.82,72.84,0
2015-11-16,2015,1717.0,709.5,11.17,10.78,71.1,0
2015-11-17,2015,1715.0,708.23,11.62,10.81,71.54,0
2015-11-18,2015,1756.0,724.55,11.9,10.9,73.76,0
2015-11-19,2015,1703.0,701.99,12.33,10.85,73.23,0
2015-11-20,2015,1720.0,708.53,10.05,10.66,73.04,0
2015-11-23,2015,1707.0,701.29,10.6,10.64,72.28,0
2015-11-24,2015,1693.0,695.36,11.09,10.66,72.82,0
2015-11-25,2015,1746.0,716.23,9.67,10.7,73.45,0
2015-11-26,2015,1716.0,703.47,12.05,10.75,72.37,0
2015-11-27,2015,1738.0,711.89,11.36,10.77,72.82,0
2015-11-30,2015,1722.0,703.68,10.07,10.8,73.62,0
2015-12-01,2015,1754.0,716.33,11.92,10.8,73.81,0
2015-12-02,2015,1708.0,698.02,10.96,10.79,73.08,0
2015-12-03,2015,1753.0,717.1,11.83,10.89,73.9,0
2015-12-04,2015,1747.0,715.53,10.18,10.66,73.81,0
2015-12-07,2015,1692.0,694.98,9.63,10.82,72.0,0
2015-12-08,2015,1718.0,706.45,10.28,10.82,73.94,0
2015-12-09,2015,1751.0,720.36,10.97,10.69,73.59,0
2015-12-10,2015,1764.0,726.47,11.97,10.83,72.96,0
2015-12-11,2015,1745.0,719.23,11.46,10.82,72.69,0
2015-12-14,2015,1722.0,711.93,9.64,10.78,73.02,0
2015-12-15,2015,1710.0,707.8,11.61,10.59,72.8,0
2015-12-16,2015,1742.0,721.72,11.25,10.86,72.26,0
2015-12-17,2015,1722.0,713.92,11.84,10.8,73.29,0
2015-12-18,2015,1723.0,715.04,10.35,10.81,71.07,0
2015-12-21,2015,1727.0,718.68,11.97,10.5,71.69,0
2015-12-22,2015,1750.0,729.05,11.66,10.73,72.26,0
2015-12-23,2015,1769.0,737.96,11.58,10.66,71.9,0
2015-12-24,2015,1753.0,731.87,11.08,10.87,72.27,0
2015-12-25,2015,1732.0,723.75,9.59,10.68,71.0,0
2015-12-28,2015,1714.0,718.18,10.24,10.88,71.44,0
2015-12-29,2015,1746.0,732.59,12.37,10.84,72.18,0
2015-12-30,2015,1768.0,742.21,11.52,10.78,70.6,0
2015-12-31,2015,1754.0,737.12,11.54,10.85,71.24,0
2016-01-01,2016,1737.0,730.89,11.17,10.68,71.01,0
2016-01-04,2016,1731.0,722.08,9.86,10.69,72.14,0
2016-01-05,2016,1752.0,728.43,10.53,10.83,72.37,0
2016-01-06,2016,1772.0,734.63,11.3,10.68,72.4,0
2016-01-07,2016,1755.0,725.65,10.06,10.64,72.38,0
2016-01-08,2016,1751.0,721.84,12.58,10.72,72.8,0
2016-01-11,2016,1747.0,714.19,9.94,10.67,73.28,0
2016-01-12,2016,1820.0,741.93,11.96,10.89,73.57,0
2016-01-13,2016,1748.0,710.73,10.59,10.8,74.66,0
2016-01-14,2016,1749.0,709.09,12.01,10.69,73.29,0
2016-01-15,2016,1776.0,718.06,12.27,10.66,74.41,0
2016-01-18,2016,1777.0,712.39,10.57,10.76,74.27,0
2016-01-19,2016,1806.0,722.09,11.14,10.83,76.22,0
2016-01-20,2016,1810.0,721.54,12.26,10.75,75.3,0
2016-01-21,2016,1764.0,701.33,11.51,10.65,74.69,0
2016-01-22,2016,1776.0,704.38,9.85,10.61,75.52,0
2016-01-25,2016,1782.0,700.96,12.14,10.69,75.4,0
2016-01-26,2016,1821.0,714.25,10.77,10.74,76.1,0
2016-01-27,2016,1816.0,710.4,10.54,10.68,77.07,0
2016-01-28,2016,1802.0,702.82,12.14,10.8,77.74,0
2016-01-29,2016,1817.0,707.0,12.57,10.76,77.78,0
2016-02-01,2016,1797.0,693.38,9.99,10.73,77.66,0
2016-02-02,2016,1805.0,697.44,10.77,10.75,77.98,0
2016-02-03,2016,1793.0,693.64,10.45,10.6,78.03,0
2016-02-04,2016,1824.0,706.65,12.16,10.66,78.84,0
2016-02-05,2016,1824.0,707.49,12.4,10.62,76.96,0
2016-02-08,2016,1799.0,700.6,12.35,10.73,77.97,0
2016-02-09,2016,1829.0,713.4,9.63,10.61,76.26,0
2016-02-10,2016,1843.0,719.76,9.97,10.7,77.56,0
2016-02-11,2016,1798.0,702.83,11.33,10.68,76.35,0
2016-02-12,2016,1813.0,709.68,10.07,10.74,76.21,0
2016-02-15,2016,1831.0,719.56,10.15,10.59,76.16,0
2016-02-16,2016,1819.0,715.98,10.41,10.72,75.76,0
2016-02-17,2016,1790.0,705.23,11.57,10.6,76.39,0
2016-02-18,2016,1810.0,714.05,11.83,10.6,76.78,0
2016-02-19,2016,1809.0,714.67,11.9,10.67,74.66,0
2016-02-22,2016,1815.0,720.0,10.31,10.77,75.52,0
2016-02-23,2016,1816.0,721.28,11.9,10.6,74.88,0
2016-02-24,2016,1853.0,737.02,10.83,10.53,75.98,0
2016-02-25,2016,1814.0,722.41,10.86,10.59,76.19,0
2016-02-26,2016,1781.0,710.34,11.48,10.64,75.12,0
2016-02-29,2016,1820.0,728.72,12.09,10.81,74.51,0
2016-03-01,2016,1857.0,744.3,10.02,10.69,73.87,0
2016-03-02,2016,1814.0,727.57,11.87,10.6,75.99,0
2016-03-03,2016,1809.0,725.38,11.03,10.65,75.6,0
2016-03-04,2016,1812.0,726.71,11.8,10.78,73.61,0
2016-03-07,2016,1831.0,735.03,12.04,10.63,75.14,0
2016-03-08,2016,1812.0,727.37,12.02,10.63,74.07,0
2016-03-09,2016,1786.0,717.08,11.47,10.61,74.42,0
2016-03-10,2016,1804.0,724.56,10.67,10.7,73.96,0
2016-03-11,2016,1818.0,730.03,11.1,10.6,73.51,0
2016-03-14,2016,1831.0,735.83,12.49,10.71,74.62,0
2016-03-15,2016,1807.0,726.2,12.51,10.72,75.78,0
2016-03-16,2016,1813.0,728.87,11.8,10.68,74.07,0
2016-03-17,2016,1821.0,732.04,12.1,10.62,75.14,0
2016-03-18,2016,1803.0,725.02,11.62,10.52,75.22,0
2016-03-21,2016,1818.0,731.54,11.77,10.61,74.98,0
2016-03-22,2016,1830.0,736.64,10.34,10.57,75.74,0
2016-03-23,2016,1794.0,722.34,10.99,10.56,75.1,0
2016-03-24,2016,1827.0,735.57,11.56,10.6,75.59,0
2016-03-25,2016,1797.0,723.52,11.57,10.66,73.82,0
2016-03-28,2016,1797.0,724.21,11.13,10.57,74.9,0
2016-03-29,2016,1806.0,727.93,12.68,10.5,75.35,0
2016-03-30,2016,1851.0,746.05,12.02,10.54,73.97,0
2016-03-31,2016,1784.0,719.14,11.95,10.75,72.37,0
2016-04-01,2016,1811.0,730.2,12.01,10.65,73.65,0
2016-04-04,2016,1824.0,737.84,11.89,10.53,73.73,0
2016-04-05,2016,1851.0,749.78,11.47,10.71,74.41,0
2016-04-06,2016,1870.0,758.14,10.01,10.58,73.66,0
2016-04-07,2016,1819.0,738.16,12.38,10.78,73.92,0
2016-04-08,2016,1841.0,748.01,10.56,10.62,73.48,0
2016-04-11,2016,1831.0,746.2,11.76,10.64,73.52,0
2016-04-12,2016,1832.0,747.43,9.77,10.66,73.48,0
2016-04-13,2016,1841.0,752.09,11.41,10.71,73.07,0
2016-04-14,2016,1802.0,736.78,10.53,10.55,73.84,0
2016-04-15,2016,1836.0,751.8,11.61,10.7,74.09,0
2016-04-18,2016,1851.0,760.25,11.89,10.53,72.37,0
2016-04-19,2016,1823.0,749.69,9.7,10.55,73.08,0
2016-04-20,2016,1853.0,762.96,9.86,10.58,72.05,0
2016-04-21,2016,1806.0,744.49,12.38,10.65,71.78,0
2016-04-22,2016,1848.0,762.27,10.31,10.55,73.32,0
2016-04-25,2016,1879.0,777.83,11.85,10.7,73.65,0
2016-04-26,2016,1845.0,764.72,12.03,10.67,72.2,0
2016-04-27,2016,1830.0,759.1,11.73,10.57,73.38,0
2016-04-28,2016,1821.0,756.36,9.74,10.49,71.86,0
2016-04-29,2016,1862.0,774.37,11.9,10.64,72.02,0
2016-05-02,2016,1880.0,784.27,12.67,10.39,72.89,0
2016-05-03,2016,1862.0,777.21,10.49,10.62,71.34,0
2016-05-04,2016,1856.0,775.55,11.85,10.49,72.33,0
2016-05-05,2016,1827.0,764.12,10.14,10.65,71.54,0
2016-05-06,2016,1876.0,785.36,12.69,10.44,71.26,0
2016-05-09,2016,1869.0,784.18,10.08,10.49,71.2,0
2016-05-10,2016,1873.0,786.88,10.58,10.58,70.2,0
2016-05-11,2016,1928.0,810.61,10.26,10.59,72.08,0
2016-05-12,2016,1854.0,780.17,12.43,10.49,71.43,0
2016-05-13,2016,1861.0,783.57,11.25,10.51,71.15,0
2016-05-16,2016,1914.0,808.22,10.26,10.61,70.65,0
2016-05-17,2016,1903.0,804.46,9.87,10.61,71.16,0
2016-05-18,2016,1904.0,805.36,12.33,10.5,71.42,0
2016-05-19,2016,1926.0,815.26,9.7,10.48,70.7,0
2016-05-20,2016,1929.0,817.31,11.13,10.42,71.34,0
2016-05-23,2016,1911.0,811.93,11.49,10.54,70.76,0
2016-05-24,2016,1923.0,817.87,11.96,10.59,70.49,0
2016-05-25,2016,1942.0,826.42,11.57,10.53,71.0,0
2016-05-26,2016,1948.0,829.82,11.91,10.45,70.13,0
2016-05-27,2016,1959.0,835.23,9.46,10.66,69.65,0
2016-05-30,2016,1944.0,831.31,10.69,10.34,70.14,0
2016-05-31,2016,1970.0,842.91,9.78,10.58,70.12,0
2016-06-01,2016,1988.0,851.32,10.45,10.53,69.92,0
2016-06-02,2016,1970.0,843.75,11.25,10.54,70.71,0
2016-06-03,2016,1970.0,843.84,11.29,10.44,70.31,0
2016-06-06,2016,1978.0,847.32,12.46,10.48,69.96,0
2016-06-07,2016,1972.0,845.04,12.36,10.51,70.02,0
2016-06-08,2016,1968.0,843.39,10.3,10.48,70.06,0
2016-06-09,2016,1987.0,851.5,11.32,10.33,70.31,0
2016-06-10,2016,2009.0,860.81,11.49,10.61,70.04,0
2016-06-13,2016,1988.0,851.86,12.54,10.51,69.91,0
2016-06-14,2016,2011.0,861.83,9.75,10.46,69.25,0
2016-06-15,2016,2012.0,862.24,11.4,10.46,69.6,0
2016-06-16,2016,2064.0,884.51,10.58,10.58,70.15,0
2016-06-17,2016,2041.0,875.01,10.56,10.39,70.09,0
2016-06-20,2016,2052.0,879.72,11.06,10.36,69.15,0
2016-06-21,2016,2061.0,883.61,10.41,10.5,69.66,0
2016-06-22,2016,2029.0,869.8,9.36,10.46,69.45,0
2016-06-23,2016,2080.0,891.74,11.46,10.34,70.73,0
2016-06-24,2016,2053.0,880.43,10.02,10.51,70.1,0
2016-06-27,2016,2059.0,883.12,10.41,10.43,70.19,0
2016-06-28,2016,2034.0,872.39,11.2,10.33,69.91,0
2016-06-29,2016,2058.0,882.55,10.99,10.44,69.6,0
2016-06-30,2016,2028.0,869.8,11.49,10.42,69.69,0
2016-07-01,2016,2069.0,887.4,12.51,10.38,70.22,0
2016-07-04,2016,2058.0,886.58,10.55,10.41,69.48,0
2016-07-05,2016,2061.0,889.37,9.92,10.42,69.8,0
2016-07-06,2016,2036.0,879.78,9.95,10.44,69.5,0
2016-07-07,2016,2086.0,903.04,10.97,10.37,69.48,0
2016-07-08,2016,2083.0,902.75,10.18,10.33,69.4,0
2016-07-11,2016,2107.0,917.52,11.91,10.36,68.6,0
2016-07-12,2016,2105.0,918.14,11.12,10.43,68.62,0
2016-07-13,2016,2066.0,902.63,10.7,10.38,69.18,0
2016-07-14,2016,2087.0,913.01,11.92,10.3,69.59,0
2016-07-15,2016,2067.0,905.63,11.58,10.32,68.98,0
2016-07-18,2016,2047.0,900.97,11.35,10.44,66.65,0
2016-07-19,2016,2050.0,903.52,11.06,10.36,67.64,0
2016-07-20,2016,2071.0,914.47,10.22,10.3,68.01,0
2016-07-21,2016,2158.0,954.1,11.11,10.38,67.25,0
2016-07-22,2016,2082.0,922.2,9.71,10.24,67.12,0
2016-07-25,2016,2056.0,914.94,10.97,10.29,67.2,0
2016-07-26,2016,2061.0,918.52,11.8,10.41,67.51,0
2016-07-27,2016,2060.0,919.39,10.62,10.31,67.55,0
2016-07-28,2016,2045.0,914.14,9.24,10.38,66.91,0
2016-07-29,2016,2065.0,924.45,9.54,10.24,66.77,0
2016-08-01,2016,2039.0,917.32,11.81,10.19,66.24,0
2016-08-02,2016,2019.0,908.65,9.97,10.32,66.94,0
2016-08-03,2016,2056.0,925.79,10.83,10.07,66.87,0
2016-08-04,2016,2061.0,928.0,11.59,10.23,67.1,0
2016-08-05,2016,2043.0,920.28,10.02,10.29,66.66,0
2016-08-08,2016,2056.0,927.48,11.51,10.24,65.82,0
2016-08-09,2016,2073.0,935.48,9.3,10.02,66.3,0
2016-08-10,2016,2049.0,924.9,11.61,10.08,66.92,0
2016-08-11,2016,2040.0,921.24,9.26,10.17,65.52,0
2016-08-12,2016,2034.0,919.06,10.04,10.21,66.36,0
2016-08-15,2016,2048.0,926.25,9.75,10.2,66.48,0
2016-08-16,2016,2093.0,947.08,11.81,10.16,67.38,0
2016-08-17,2016,2051.0,928.31,10.66,10.21,65.96,0
2016-08-18,2016,2066.0,935.27,11.68,10.18,66.19,0
2016-08-19,2016,2050.0,928.35,11.0,10.13,67.13,0
2016-08-22,2016,2050.0,929.56,11.56,10.17,65.84,0
2016-08-23,2016,2039.0,925.06,11.07,10.07,66.7,0
2016-08-24,2016,2064.0,936.72,10.59,10.17,66.31,0
2016-08-25,2016,2050.0,930.53,11.05,10.05,65.96,0
2016-08-26,2016,2095.0,951.48,9.96,10.15,66.29,0
2016-08-29,2016,2063.0,938.02,11.91,10.13,65.9,0
2016-08-30,2016,2065.0,939.46,11.92,10.07,67.15,0
2016-08-31,2016,2063.0,938.66,9.12,10.14,64.85,0
2016-09-01,2016,2077.0,945.63,11.93,10.2,65.75,0
2016-09-02,2016,2107.0,959.75,9.44,10.0,65.74,0
2016-09-05,2016,2050.0,934.92,11.19,10.14,65.72,0
2016-09-06,2016,2085.0,951.13,11.7,10.15,66.33,0
2016-09-07,2016,2041.0,931.58,9.83,10.04,65.5,0
2016-09-08,2016,2113.0,964.65,9.05,10.12,65.97,0
2016-09-09,2016,2081.0,950.67,11.05,10.03,65.8,0
2016-09-12,2016,2053.0,938.86,10.46,10.14,66.04,0
2016-09-13,2016,2060.0,942.63,10.13,9.82,65.5,0
2016-09-14,2016,2115.0,967.9,11.41,10.15,65.71,0
2016-09-15,2016,2055.0,940.83,9.94,9.94,65.45,0
2016-09-16,2016,2105.0,964.35,9.49,10.04,64.97,0
2016-09-19,2016,2093.0,960.16,11.86,9.95,66.24,0
2016-09-20,2016,2101.0,964.18,11.18,10.14,64.98,0
2016-09-21,2016,2091.0,959.97,11.0,10.0,65.1,0
2016-09-22,2016,2086.0,958.07,9.79,9.97,64.87,0
2016-09-23,2016,2100.0,964.76,12.11,10.1,65.5,0
2016-09-26,2016,2133.0,981.13,9.87,10.06,64.96,0
2016-09-27,2016,2113.0,972.33,9.63,9.97,65.98,0
2016-09-28,2016,2133.0,982.04,9.87,9.91,65.43,0
2016-09-29,2016,2118.0,975.58,11.31,9.9,64.98,0
2016-09-30,2016,2142.0,986.97,9.89,10.09,64.63,0
2016-10-03,2016,2145.0,990.0,10.09,10.01,64.94,0
2016-10-04,2016,2123.0,980.7,10.72,9.99,65.23,0
2016-10-05,2016,2116.0,977.83,10.69,10.01,64.9,0
2016-10-06,2016,2168.0,1002.52,9.48,9.82,64.81,0
2016-10-07,2016,2126.0,983.44,11.03,9.95,64.32,0
2016-10-10,2016,2169.0,1005.14,10.27,9.94,65.91,0
2016-10-11,2016,2160.0,1001.51,10.08,10.05,64.59,0
2016-10-12,2016,2150.0,997.59,9.44,9.85,63.95,0
2016-10-13,2016,2176.0,1010.36,11.61,10.05,64.07,0
2016-10-14,2016,2204.0,1023.86,11.13,10.11,64.41,0
2016-10-17,2016,2194.0,1020.9,9.33,9.82,65.48,0
2016-10-18,2016,2184.0,1016.87,10.19,9.96,64.35,0
2016-10-19,2016,2227.0,1037.32,9.43,10.0,64.2,0
2016-10-20,2016,2143.0,999.09,10.45,10.03,64.8,0
2016-10-21,2016,2161.0,1007.86,11.28,9.78,64.8,0
2016-10-24,2016,2187.0,1021.81,9.24,9.98,64.55,0
2016-10-25,2016,2240.0,1047.26,11.69,9.93,64.27,0
2016-10-26,2016,2231.0,1043.36,9.93,9.93,63.57,0
2016-10-27,2016,2163.0,1012.6,9.68,10.11,63.71,0
2016-10-28,2016,2200.0,1030.32,9.38,9.93,63.25,0
2016-10-31,2016,2186.0,1025.48,9.43,9.98,63.83,0
2016-11-01,2016,2223.0,1043.46,11.4,9.93,63.69,0
2016-11-02,2016,2248.0,1055.75,10.47,9.96,63.6,0
2016-11-03,2016,2249.0,1057.12,11.27,9.98,63.96,0
2016-11-04,2016,2229.0,1048.6,9.8,10.01,63.44,0
2016-11-07,2016,2209.0,1041.19,10.14,9.87,63.47,0
2016-11-08,2016,2217.0,1045.74,10.05,9.94,63.35,0
2016-11-09,2016,2237.0,1055.99,10.3,9.94,63.53,0
2016-11-10,2016,2281.0,1077.72,9.37,9.8,63.69,0
2016-11-11,2016,2186.0,1033.42,9.1,9.85,62.78,0
2016-11-14,2016,2258.0,1069.71,11.71,9.99,63.56,0
2016-11-15,2016,2221.0,1053.02,11.05,9.88,63.41,0
2016-11-16,2016,2236.0,1060.76,8.99,10.13,63.45,0
2016-11-17,2016,2218.0,1053.14,11.27,10.0,63.26,0
2016-11-18,2016,2250.0,1069.09,9.85,9.95,63.33,0
2016-11-21,2016,2219.0,1056.7,11.42,10.03,62.8,0
2016-11-22,2016,2193.0,1044.8,11.7,9.97,63.19,0
2016-11-23,2016,2221.0,1059.11,9.13,9.93,63.5,0
2016-11-24,2016,2239.0,1068.18,11.77,9.8,62.63,0
2016-11-25,2016,2208.0,1054.28,9.33,9.96,62.6,0
2016-11-28,2016,2152.0,1029.64,9.86,10.02,63.01,0
2016-11-29,2016,2202.0,1054.57,10.62,9.86,62.37,0
2016-11-30,2016,2207.0,1057.71,11.32,9.76,62.25,0
2016-12-01,2016,2203.0,1056.34,9.44,9.81,62.77,0
2016-12-02,2016,2191.0,1052.0,9.22,10.04,62.27,0
2016-12-05,2016,2240.0,1079.4,9.69,9.9,62.86,0
2016-12-06,2016,2143.0,1033.91,9.87,10.01,61.94,0
2016-12-07,2016,2207.0,1066.36,10.0,9.89,61.69,0
2016-12-08,2016,2208.0,1067.93,9.27,9.85,62.01,0
2016-12-09,2016,2261.0,1095.12,11.75,10.06,62.15,0
2016-12-12,2016,2205.0,1071.95,11.27,9.86,61.86,0
2016-12-13,2016,2217.0,1079.29,12.06,9.86,61.89,0
2016-12-14,2016,2209.0,1076.56,9.34,9.92,61.27,0
2016-12-15,2016,2208.0,1077.58,9.35,9.86,62.03,0
2016-12-16,2016,2253.0,1100.82,10.49,9.94,60.58,0
2016-12-19,2016,2177.0,1067.71,10.94,9.91,60.77,0
2016-12-20,2016,2188.0,1074.83,10.97,9.91,61.1,0
2016-12-21,2016,2226.0,1094.77,9.26,9.82,60.66,0
2016-12-22,2016,2213.0,1089.7,11.52,9.74,60.77,0
2016-12-23,2016,2199.0,1084.1,10.25,9.81,60.37,0
2016-12-26,2016,2205.0,1091.21,10.25,9.81,60.51,0
2016-12-27,2016,2231.0,1105.65,10.34,9.89,60.75,0
2016-12-28,2016,2219.0,1101.45,9.07,9.8,60.19,0
2016-12-29,2016,2188.0,1087.18,9.61,9.75,59.95,0
2016-12-30,2016,2213.0,1101.12,11.65,9.77,60.07,0
2017-01-02,2017,2208.0,1100.57,10.51,9.89,60.72,0
2017-01-03,2017,2224.0,1107.76,9.12,9.91,60.77,0
2017-01-04,2017,2206.0,1097.58,9.72,9.82,60.06,0
2017-01-05,2017,2185.0,1086.25,9.4,9.82,60.58,0
2017-01-06,2017,2237.0,1111.34,11.85,9.9,60.38,0
2017-01-09,2017,2241.0,1110.58,11.14,9.86,61.16,0
2017-01-10,2017,2267.0,1122.49,10.3,9.94,60.68,0
2017-01-11,2017,2196.0,1086.58,11.61,9.83,60.54,0
2017-01-12,2017,2232.0,1103.24,10.08,9.78,61.47,0
2017-01-13,2017,2230.0,1101.42,11.57,9.93,60.29,0
2017-01-16,2017,2233.0,1100.1,10.33,9.82,61.04,0
2017-01-17,2017,2205.0,1085.37,11.52,9.78,61.6,0
2017-01-18,2017,2220.0,1091.86,11.58,9.91,61.31,0
2017-01-19,2017,2258.0,1109.8,10.15,9.95,60.66,0
2017-01-20,2017,2239.0,1099.88,9.23,9.85,60.69,0
2017-01-23,2017,2238.0,1096.43,9.22,9.75,60.55,0
2017-01-24,2017,2302.0,1126.82,9.66,9.95,62.01,0
2017-01-25,2017,2331.0,1139.94,9.62,9.86,60.78,0
2017-01-26,2017,2266.0,1107.47,10.03,9.85,61.73,0
2017-01-27,2017,2229.0,1088.7,10.35,9.79,60.73,0
2017-01-30,2017,2288.0,1114.65,8.93,9.91,62.85,0
2017-01-31,2017,2223.0,1082.22,11.94,9.73,60.97,0
2017-02-01,2017,2245.0,1092.08,8.7,9.72,61.7,0
2017-02-02,2017,2292.0,1115.68,9.25,9.97,62.22,0
2017-02-03,2017,2241.0,1092.1,8.99,9.75,61.22,0
2017-02-06,2017,2265.0,1107.15,11.78,9.89,61.66,0
2017-02-07,2017,2232.0,1091.72,9.92,9.92,61.19,0
2017-02-08,2017,2272.0,1112.32,9.52,9.83,61.46,0
2017-02-09,2017,2299.0,1126.89,8.96,9.74,61.74,0
2017-02-10,2017,2250.0,1103.89,10.18,9.86,60.94,0
2017-02-13,2017,2261.0,1112.49,11.77,9.91,61.7,0
2017-02-14,2017,2238.0,1102.15,10.41,9.83,61.08,0
2017-02-15,2017,2238.0,1103.31,9.65,9.74,61.81,0
2017-02-16,2017,2234.0,1102.42,9.72,9.82,60.39,0
2017-02-17,2017,2276.0,1124.26,9.14,9.69,60.42,0
2017-02-20,2017,2212.0,1095.69,10.63,9.71,60.44,0
2017-02-21,2017,2239.0,1110.24,10.1,9.77,59.91,0
2017-02-22,2017,2257.0,1120.41,11.03,9.79,60.88,0
2017-02-23,2017,2269.0,1127.4,9.42,9.69,60.34,0
2017-02-24,2017,2254.0,1121.32,9.55,9.81,59.77,0
2017-02-27,2017,2235.0,1115.16,10.46,9.82,59.74,0
2017-02-28,2017,2221.0,1108.79,11.24,9.76,59.66,0
2017-03-01,2017,2259.0,1129.1,10.21,9.61,60.47,0
2017-03-02,2017,2213.0,1106.03,11.04,9.79,60.23,0
2017-03-03,2017,2215.0,1107.19,11.29,9.92,59.94,0
2017-03-06,2017,2279.0,1139.83,11.5,9.8,59.81,0
2017-03-07,2017,2254.0,1127.32,9.98,9.76,59.86,0
2017-03-08,2017,2256.0,1128.77,11.12,9.73,60.83,0
2017-03-09,2017,2264.0,1132.5,10.91,9.8,59.85,0
2017-03-10,2017,2247.0,1124.09,10.54,9.77,60.37,0
2017-03-13,2017,2216.0,1108.99,10.3,9.8,59.78,0
2017-03-14,2017,2263.0,1132.67,8.61,9.65,60.74,0
